mab_uid,mab_id,pubmed_id,pdb_id,uniprot_accession,virus_taxonid,virus_name,family,species,disease_id,disease_name
911_anti-Dengue Virus-Z20,anti-Dengue Virus-Z20,27974667,5GZO,Q32ZE1,11053,Dengue Virus1,Flavivirus,Zika Virus,12205,dengue disease
912_anti-Dengue Virus-Z20,anti-Dengue Virus-Z20,27974667,5GZO,Q32ZE1,11060,Dengue Virus2,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
913_anti-Dengue Virus-Z20,anti-Dengue Virus-Z20,27974667,5GZO,Q32ZE1,11069,Dengue Virus3,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
914_anti-Dengue Virus-Z20,anti-Dengue Virus-Z20,27974667,5GZO,Q32ZE1,11070,Dengue Virus4,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
915_anti-Zika Virus-Z20,anti-Zika Virus-Z20,27974667,5GZO,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
916_anti-Zika Virus-Z20,anti-Zika Virus-Z20,27974667,5GZO,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
917_anti-Zika Virus-Z23,anti-Zika Virus-Z23,27974667,5GZO,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
918_anti-Zika Virus-Z23,anti-Zika Virus-Z23,27974667,5GZO,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
919_anti-Dengue Virus-Z23,anti-Dengue Virus-Z23,27974667,5GZO,Q32ZE1,11053,Dengue Virus1,Flavivirus,Zika Virus,12205,dengue disease
920_anti-Dengue Virus-Z23,anti-Dengue Virus-Z23,27974667,5GZO,Q32ZE1,11060,Dengue Virus2,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
921_anti-Dengue Virus-Z23,anti-Dengue Virus-Z23,27974667,5GZO,Q32ZE1,11069,Dengue Virus3,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
922_anti-Dengue Virus-Z23,anti-Dengue Virus-Z23,27974667,5GZO,Q32ZE1,11070,Dengue Virus4,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
923_anti-Dengue Virus-Z23,anti-Dengue Virus-Z23,27974667,5GZO,Q32ZE1,11053,Dengue Virus1,Flavivirus,Zika Virus,12205,dengue disease
924_anti-Dengue Virus-Z23,anti-Dengue Virus-Z23,27974667,5GZO,Q32ZE1,11060,Dengue Virus2,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
925_anti-Dengue Virus-Z23,anti-Dengue Virus-Z23,27974667,5GZO,Q32ZE1,11069,Dengue Virus3,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
926_anti-Dengue Virus-Z23,anti-Dengue Virus-Z23,27974667,5GZO,Q32ZE1,11070,Dengue Virus4,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
927_anti-Zika Virus-Z29,anti-Zika Virus-Z29,27974667,,Q32ZE1,64320,Zika Virus,,Zika Virus,60478,zika fever
928_anti-Zika Virus-Z29,anti-Zika Virus-Z29,27974667,,Q32ZE1,64320,Zika Virus,,Zika Virus,60478,zika fever
929_anti-Zika Virus-Z30,anti-Zika Virus-Z30,27974667,,Q32ZE1,64320,Zika Virus,,Zika Virus,60478,zika fever
930_anti-Zika Virus-Z30,anti-Zika Virus-Z30,27974667,,Q32ZE1,64320,Zika Virus,,Zika Virus,60478,zika fever
931_anti-Zika Virus-Z33,anti-Zika Virus-Z33,27974667,,Q32ZE1,64320,Zika Virus,,Zika Virus,60478,zika fever
932_anti-Zika Virus-Z33,anti-Zika Virus-Z33,27974667,,Q32ZE1,64320,Zika Virus,,Zika Virus,60478,zika fever
933_anti-Zika Virus-Z3L1,anti-Zika Virus-Z3L1,27974667,5GZN,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
934_anti-Zika Virus-Z3L1,anti-Zika Virus-Z3L1,27974667,5GZN,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
935_anti-Dengue Virus-Z3L1,anti-Dengue Virus-Z3L1,27974667,5GZN,Q32ZE1,11053,Dengue Virus1,Flavivirus,Zika Virus,12205,dengue disease
936_anti-Dengue Virus-Z3L1,anti-Dengue Virus-Z3L1,27974667,5GZN,Q32ZE1,11060,Dengue Virus2,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
937_anti-Dengue Virus-Z3L1,anti-Dengue Virus-Z3L1,27974667,5GZN,Q32ZE1,11069,Dengue Virus3,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
938_anti-Dengue Virus-Z3L1,anti-Dengue Virus-Z3L1,27974667,5GZN,Q32ZE1,11070,Dengue Virus4,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
939_anti-Dengue Virus-Z3L1,anti-Dengue Virus-Z3L1,27974667,5GZN,Q32ZE1,11053,Dengue Virus1,Flavivirus,Zika Virus,12205,dengue disease
940_anti-Dengue Virus-Z3L1,anti-Dengue Virus-Z3L1,27974667,5GZN,Q32ZE1,11060,Dengue Virus2,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
941_anti-Dengue Virus-Z3L1,anti-Dengue Virus-Z3L1,27974667,5GZN,Q32ZE1,11069,Dengue Virus3,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
942_anti-Dengue Virus-Z3L1,anti-Dengue Virus-Z3L1,27974667,5GZN,Q32ZE1,11070,Dengue Virus4,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
943_anti-ZVNS1-Nb210,anti-ZVNS1-Nb210,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
944_anti-ZVNS1-Nb212,anti-ZVNS1-Nb212,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
945_anti-ZVNS1-Nb22,anti-ZVNS1-Nb22,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
946_anti-ZVNS1-Nb224,anti-ZVNS1-Nb224,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
947_anti-ZVNS1-Nb230,anti-ZVNS1-Nb230,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
948_anti-ZVNS1-Nb24,anti-ZVNS1-Nb24,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
949_anti-ZVNS1-Nb246,anti-ZVNS1-Nb246,,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
950_anti-ZVNS1-Nb255,anti-ZVNS1-Nb255,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
951_anti-ZVNS1-Nb273,anti-ZVNS1-Nb273,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
952_anti-ZVNS1-Nb274,anti-ZVNS1-Nb274,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
953_anti-ZVNS1-Nb278,anti-ZVNS1-Nb278,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
954_anti-ZVNS1-Nb32,anti-ZVNS1-Nb32,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
955_anti-ZVNS1-Nb325,anti-ZVNS1-Nb325,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
956_anti-ZVNS1-Nb326,anti-ZVNS1-Nb326,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
957_anti-ZVNS1-Nb329,anti-ZVNS1-Nb329,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
958_anti-ZVNS1-Nb337,anti-ZVNS1-Nb337,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
959_anti-ZVNS1-Nb34,anti-ZVNS1-Nb34,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
960_anti-ZVNS1-Nb340,anti-ZVNS1-Nb340,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
961_anti-ZVNS1-Nb344,anti-ZVNS1-Nb344,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
962_anti-ZVNS1-Nb345,anti-ZVNS1-Nb345,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
963_anti-ZVNS1-Nb38,anti-ZVNS1-Nb38,33317184,,Q9J7C6,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease
964_anti-ZVNS1-Nb39,anti-ZVNS1-Nb39,33317184,,D0EPS0,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
965_anti-ZVNS1-NbA12,anti-ZVNS1-NbA12,33317184,,Q689G3,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease
966_anti-ZVNS1-NbA7,anti-ZVNS1-NbA7,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
967_anti-ZVNS1-NbB8,anti-ZVNS1-NbB8,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
968_anti-ZVNS1-NbC7,anti-ZVNS1-NbC7,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
969_anti-ZVNS1-NbD6,anti-ZVNS1-NbD6,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
970_anti-ZVNS1-NbD9,anti-ZVNS1-NbD9,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
971_anti-ZVNS1-NbE10,anti-ZVNS1-NbE10,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
972_anti-ZVNS1-NbE10,anti-ZVNS1-NbE10,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
973_anti-ZVNS1-NbF6,anti-ZVNS1-NbF6,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
974_anti-ZVNS1-NbH3,anti-ZVNS1-NbH3,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
975_antiNS1-2B7,antiNS1-2B7, 26355030;  33414220,6WEQ; 7K93,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
976_antiNS1-2B7,antiNS1-2B7, 26355030;  33414220,6WEQ; 7K93,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
977_BCL-14c10,BCL-14c10,22723463,4CAU,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
978_BtNb210,BtNb210,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
979_BtNb212,BtNb212,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
980_BtNb22,BtNb22,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
981_BtNb224,BtNb224,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
982_BtNb230,BtNb230,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
983_BtNb24,BtNb24,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
984_BtNb246,BtNb246,,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
985_BtNb246,BtNb246,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
986_BtNb246,BtNb246,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
987_BtNb278,BtNb278,33317184,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
988_BtNb32,BtNb32,33317184,,P12823,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
989_BtNb325,BtNb325,33317184,,P14340,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
990_BtNb326,BtNb326,33317184,,P14340,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
991_BtNb329,BtNb329,33317184,,P14340,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
992_BtNb337,BtNb337,33317184,,P14340,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
993_BtNb34,BtNb34,33317184,,P29990,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
994_BtNb34,BtNb34,33317184,,P29990,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
995_BtNb344,BtNb344,33317184,,P14340,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
996_BtNb344,BtNb344,33317184,,P14340,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
997_BtNb345,BtNb345,33317184,,P14340,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
998_BtNb38,BtNb38,33317184,,P29990,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
999_BtNb39,BtNb39,33317184,,A9LID6,11069,Dengue Virus3,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
1000_D1-4G2-4-15,D1-4G2-4-15,26265529,, A0A024B,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
1001_Dengue Virus2P10,Dengue Virus2P10,24751715,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
1002_Dengue Virus2P13,Dengue Virus2P13,24751715,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
1003_Dengue Virus2P2,Dengue Virus2P2,24751715,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
1004_Dengue Virus2P9,Dengue Virus2P9,24751715,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
1005_DV2-104,DV2-104,25355881,3J8D,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
1006_E111,E111,25355881,3J8D,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
1007_EDE1 C10; HMAb C10,EDE1 C10; HMAb C10, 27882950;  25501631;  25581790,4UT9; 5H30,Q689G3,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease
1008_EDE1 C10; HMAb C10,EDE1 C10; HMAb C10, 27882950;  25501631;  25581790,4UT9; 5H30,A9LID6,11069,Dengue Virus3,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
1009_EDE2 A11 Fab,EDE2 A11 Fab, 28534525;  25501631;  25581790,5LCV;  5N09; 4UT7,A0A024B7W1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
1010_EDIIImAb-61,EDIIImAb-61,27059141,,A0A024B7W1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
1011_Fab 1H10,Fab 1H10, 26512092;  30471923,6IDI,A0A024B7W1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
1012_FabZK2B10,FabZK2B10, 29719255;  30893607,6JEP,A0A024B7W1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
1013_HANbA12,HANbA12,33317184,,A0A024B7W1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
1014_HANbA7,HANbA7,33317184,,A0A024B7W1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
1015_HANbB8,HANbB8,33317184,,A0A024B7W1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
1016_HANbC7,HANbC7,33317184,,A0A024B7W1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
1017_HANbD6,HANbD6,33317184,,A0A024B7W1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
1018_HANbD9,HANbD9,33317184,,A0A024B7W1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
1019_HM14c10,HM14c10,22723463,4CAU,A0A024B7W1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
1020_HMAb 1H10,HMAb 1H10, 26512092;  30471923,6IDI,A0A024B7W1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
1021_HMAb DV62.5,HMAb DV62.5, 32060358;  20833378,6LNT,A0A024B7W1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
1022_MHRP Zika Virus-1001,MHRP Zika Virus-1001,32015557,6NIP; 6MTX,A0A024B7W1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
1023_MHRP Zika Virus-1001,MHRP Zika Virus-1001,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,Zika Virus,12205,dengue disease
1024_MHRP Zika Virus-1001,MHRP Zika Virus-1001,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
1025_MHRP Zika Virus-1001,MHRP Zika Virus-1001,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
1026_MHRP-Z1001,MHRP-Z1001,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
1027_MHRP-Z1002,MHRP-Z1002,32015557,,A0A024B7W1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
1028_MHRP-Z1002,MHRP-Z1002,32015557,,,11053,Dengue Virus1,Flavivirus,Zika Virus,12205,dengue disease
1029_MHRP-Z1002,MHRP-Z1002,32015557,,,11060,Dengue Virus2,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
1030_MHRP-Z1002,MHRP-Z1002,32015557,,,11069,Dengue Virus3,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
1031_MHRP-Z1002,MHRP-Z1002,32015557,,,11070,Dengue Virus4,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
1032_MHRP-Z1004,MHRP-Z1004,32015557,6NIU; 6MTY,P17763,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease
1033_MHRP-Z1020,MHRP-Z1020,32015557,,Q9Q6P4 ,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
1034_MHRP-Z1024,MHRP-Z1024,32015557,6NIS,Q9Q6P4 ,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
1035_MHRP-Z1024,MHRP-Z1024,32015557,6NIS,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever
1036_MHRP-Z1024,MHRP-Z1024,32015557,6NIS,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease
1037_MHRP-Z1024,MHRP-Z1024,32015557,6NIS,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1038_MHRP-Z1024,MHRP-Z1024,32015557,6NIS,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1039_MHRP-Z1024,MHRP-Z1024,32015557,6NIS,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1040_MHRP-Z1054,MHRP-Z1054,32015557,,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
1041_MHRP-Z1054,MHRP-Z1054,32015557,,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever
1042_MHRP-Z1054,MHRP-Z1054,32015557,,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease
1043_MHRP-Z1054,MHRP-Z1054,32015557,,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1044_MHRP-Z1054,MHRP-Z1054,32015557,,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1045_MHRP-Z1054,MHRP-Z1054,32015557,,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1046_MHRP-Z1056,MHRP-Z1056,32015557,,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
1047_MHRP-Z1056,MHRP-Z1056,32015557,,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever
1048_MHRP-Z1056,MHRP-Z1056,32015557,,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease
1049_MHRP-Z1056,MHRP-Z1056,32015557,,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1050_MHRP-Z1056,MHRP-Z1056,32015557,,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1051_MHRP-Z1056,MHRP-Z1056,32015557,,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1052_MHRP-Z1118,MHRP-Z1118,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever
1053_MHRP-Z1118,MHRP-Z1118,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease
1054_MHRP-Z1118,MHRP-Z1118,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1055_MHRP-Z1118,MHRP-Z1118,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1056_MHRP-Z1118,MHRP-Z1118,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1057_MHRP-Z1098,MHRP-Z1098,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever
1058_MHRP-Z1098,MHRP-Z1098,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease
1059_MHRP-Z1098,MHRP-Z1098,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1060_MHRP-Z1098,MHRP-Z1098,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1061_MHRP-Z1098,MHRP-Z1098,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1062_MHRP-Z1100,MHRP-Z1100,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever
1063_MHRP-Z1100,MHRP-Z1100,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease
1064_MHRP-Z1100,MHRP-Z1100,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1065_MHRP-Z1100,MHRP-Z1100,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1066_MHRP-Z1100,MHRP-Z1100,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1067_MHRP-Z1073,MHRP-Z1073,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever
1068_MHRP-Z1073,MHRP-Z1073,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease
1069_MHRP-Z1073,MHRP-Z1073,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1070_MHRP-Z1073,MHRP-Z1073,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1071_MHRP-Z1073,MHRP-Z1073,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1072_MHRP-Z1105,MHRP-Z1105,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever
1073_MHRP-Z1105,MHRP-Z1105,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease
1074_MHRP-Z1105,MHRP-Z1105,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1075_MHRP-Z1105,MHRP-Z1105,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1076_MHRP-Z1105,MHRP-Z1105,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1077_MHRP-Z1109,MHRP-Z1109,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever
1078_MHRP-Z1109,MHRP-Z1109,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease
1079_MHRP-Z1109,MHRP-Z1109,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1080_MHRP-Z1109,MHRP-Z1109,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1081_MHRP-Z1109,MHRP-Z1109,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1082_MHRP-Z1091,MHRP-Z1091,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever
1083_MHRP-Z1091,MHRP-Z1091,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease
1084_MHRP-Z1091,MHRP-Z1091,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1085_MHRP-Z1091,MHRP-Z1091,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1086_MHRP-Z1091,MHRP-Z1091,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1087_MHRP-Z1069,MHRP-Z1069,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever
1088_MHRP-Z1069,MHRP-Z1069,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease
1089_MHRP-Z1069,MHRP-Z1069,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1090_MHRP-Z1069,MHRP-Z1069,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1091_MHRP-Z1069,MHRP-Z1069,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever
1092_MHRP-Z1017,MHRP-Z1017,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever
1093_MHRP-Z1017,MHRP-Z1017,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease
