mab_uid,mab_id,pubmed_id,pdb_id,uniprot_accession,virus_taxonid,virus_name,family,species,disease_id,disease_name,organism,target protein,target type,target,target name,structural sub_domains,assay type,assay,quantitative measure,unit
1228_MHRP-Z1117,MHRP-Z1117,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),526.6,ng/ml
1229_MHRP-Z1117,MHRP-Z1117,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),575.5,ng/ml
1230_MHRP-Z1117,MHRP-Z1117,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),2900.1,ng/ml
1231_MHRP-Z1117,MHRP-Z1117,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),245,ng/ml
1232_MHRP-Z1089,MHRP-Z1089,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1233_MHRP-Z1089,MHRP-Z1089,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),228.8,ng/ml
1234_MHRP-Z1089,MHRP-Z1089,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),542.1,ng/ml
1235_MHRP-Z1089,MHRP-Z1089,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),1827.9,ng/ml
1236_MHRP-Z1089,MHRP-Z1089,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),254.7,ng/ml
1237_MHRP-Z1110,MHRP-Z1110,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1238_MHRP-Z1110,MHRP-Z1110,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),2048.3,ng/ml
1239_MHRP-Z1110,MHRP-Z1110,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),326.8,ng/ml
1240_MHRP-Z1110,MHRP-Z1110,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),2033,ng/ml
1241_MHRP-Z1110,MHRP-Z1110,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),278.7,ng/ml
1242_MHRP-Z1038,MHRP-Z1038,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1243_MHRP-Z1038,MHRP-Z1038,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),159.9,ng/ml
1244_MHRP-Z1038,MHRP-Z1038,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),155.5,ng/ml
1245_MHRP-Z1038,MHRP-Z1038,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),1829.5,ng/ml
1246_MHRP-Z1038,MHRP-Z1038,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),310.8,ng/ml
1247_MZ1,MZ1,32015557,6NIP; 6MTX,,11072,JEV,Flavivirus,West Nile Virus,10844,Japanese encephalitis,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography,50000,ng/ml
1248_MZ1,MZ1,32015557,6NIP; 6MTX,,11089,Yellow Fever Virus,Flavivirus,West Nile Virus,9682,yellow fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography,50000,ng/ml
1249_MZ1,MZ1,32015557,6NIP; 6MTX,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,UniProt: Q9Q6P4 West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography,50000,ng/ml
1250_MZ1,MZ1,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),7.5,ng/ml
1251_MZ1,MZ1,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),919.3,ng/ml
1252_MZ1,MZ1,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),1.9,ng/ml
1253_MZ1,MZ1,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),40,ng/ml
1254_MZ1,MZ1,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),286.6,ng/ml
1255_MZ2,MZ2,32015557,,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,UniProt: Q9Q6P4 West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,,Binding,ELISA; X-ray crystallography,,ng/ml
1256_MZ20,MZ20,32015557,,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,UniProt: Q9Q6P4 West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,,Binding,ELISA; X-ray crystallography,,ng/ml
1257_MZ24,MZ24,32015557,6NIS,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,UniProt: Q9Q6P4 West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1258_MZ24,MZ24,32015557,6NIS,,11072,JEV,Flavivirus,West Nile Virus,10844,Japanese encephalitis,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1259_MZ24,MZ24,32015557,6NIS,,11089,Yellow Fever Virus,Flavivirus,West Nile Virus,9682,yellow fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1260_MZ24,MZ24,32015557,6NIS,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),22.6,ng/ml
1261_MZ24,MZ24,32015557,6NIS,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),151.6,ng/ml
1262_MZ24,MZ24,32015557,6NIS,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),1.3,ng/ml
1263_MZ24,MZ24,32015557,6NIS,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),15.9,ng/ml
1264_MZ24,MZ24,32015557,6NIS,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),356.6,ng/ml
1265_MZ4,MZ4,32015557,6NIU; 6MTY,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,UniProt: Q9Q6P4 West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1266_MZ4,MZ4,32015557,6NIU; 6MTY,,11072,JEV,Flavivirus,West Nile Virus,10844,Japanese encephalitis,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1267_MZ4,MZ4,32015557,6NIU; 6MTY,,11089,Yellow Fever Virus,Flavivirus,West Nile Virus,9682,yellow fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1268_MZ4,MZ4,32015557,6NIU; 6MTY,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),1,ng/ml
1269_MZ4,MZ4,32015557,6NIU; 6MTY,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),263,ng/ml
1270_MZ4,MZ4,32015557,6NIU; 6MTY,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),1.8,ng/ml
1271_MZ4,MZ4,32015557,6NIU; 6MTY,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),16.5,ng/ml
1272_MZ4,MZ4,32015557,6NIU; 6MTY,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),238.9,ng/ml
1273_MZ54,MZ54,32015557,,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,UniProt: Q9Q6P4 West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,,Binding,ELISA; X-ray crystallography,,ng/ml
1274_MZ56,MZ56,32015557,,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,UniProt: Q9Q6P4 West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,,Binding,ELISA; X-ray crystallography,,ng/ml
1275_EDE1-C8,EDE1-C8,32015557,,,11082,West Nile Virus,,West Nile Virus,2366,West Nile fever,,,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1276_EDE1-C8,EDE1-C8,32015557,,,11072,JEV,,Japanese Encephalitis Virus,10844,Japanese encephalitis,,,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1277_EDE1-C8,EDE1-C8,32015557,,,11089,Yellow Fever Virus,,Yellow Fever Virus,9682,yellow fever,,,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1278_EDE1-C8,EDE1-C8,32015557,,,64320,Zika Virus,,Zika Virus,60478,zika fever,,,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),104.3,ng/ml
1279_EDE1-C8,EDE1-C8,32015557,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease,,,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),23.4,ng/ml
1280_EDE1-C8,EDE1-C8,32015557,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50,ng/ml
1281_EDE1-C8,EDE1-C8,32015557,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),51.8,ng/ml
1282_EDE1-C8,EDE1-C8,32015557,,,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),146.6,ng/ml
1283_EDE2-A11,EDE2-A11,32015557,,,11082,West Nile Virus,,West Nile Virus,2366,West Nile fever,,,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1284_EDE2-A11,EDE2-A11,32015557,,,11072,JEV,,Japanese Encephalitis Virus,10844,Japanese encephalitis,,,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1285_EDE2-A11,EDE2-A11,32015557,,,11089,Yellow Fever Virus,,Yellow Fever Virus,9682,yellow fever,,,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1286_EDE2-A11,EDE2-A11,32015557,,,64320,Zika Virus,,Zika Virus,60478,zika fever,,,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),511.7,ng/ml
